transaction_id,user_id,date_key,transaction_datetime,hour,time_bucket,payment_method,category,merchant,platform,device_type,city,amount,amount_bucket,net_amount,cashback_earned,discount_applied,total_savings,savings_pct,status,is_success,is_failed,is_pending,failure_reason,processing_time_sec,processing_speed,is_flagged,is_flagged_int,fraud_reason,is_refunded,is_refunded_int,refund_amount
TXN0000449,USR00303,20240101,2024-01-01 09:13:51,9,Morning,UPI,Health,MediBuddy,Mobile App,iOS,Bangalore,4090.05,Large (₹2K-10K),3781.81,308.24,0.0,308.24,7.54,Success,1,0,0,,2.58,Normal,False,0,,False,0,0.0
TXN0000015,USR00333,20240101,2024-01-01 09:22:28,9,Morning,UPI,Entertainment,Amazon Prime,Mobile App,Android,Kochi,440.6,Small (₹100-500),440.6,0.0,0.0,0.0,0.0,Failed,0,1,0,Invalid UPI ID,12.35,Failed,False,0,,False,0,0.0
TXN0001981,USR00450,20240101,2024-01-01 09:59:52,9,Morning,Net Banking,Transfers,IMPS Transfer,Mobile App,Android,Bangalore,68353.57,Premium (₹50K+),68353.57,0.0,0.0,0.0,0.0,Success,1,0,0,,2.3,Normal,True,1,Unusually High Amount,False,0,0.0
TXN0000638,USR00159,20240101,2024-01-01 10:11:55,10,Morning,Credit Card,Bills & Utilities,Broadband Bill,Web Browser,Windows,Kolkata,1202.4,Medium (₹500-2K),1202.4,0.0,0.0,0.0,0.0,Success,1,0,0,,0.91,Instant,False,0,,False,0,0.0
TXN0001596,USR00408,20240101,2024-01-01 10:20:22,10,Morning,Credit Card,Travel,Rapido,QR Code,Android,Bangalore,3420.37,Large (₹2K-10K),3420.37,0.0,0.0,0.0,0.0,Success,1,0,0,,1.93,Fast,False,0,,False,0,0.0
TXN0001259,USR00407,20240101,2024-01-01 10:37:32,10,Morning,Credit Card,Food & Dining,Dominos,Mobile App,Android,Jaipur,1876.29,Medium (₹500-2K),1876.29,0.0,0.0,0.0,0.0,Success,1,0,0,,1.59,Fast,False,0,,False,0,0.0
TXN0000203,USR00075,20240101,2024-01-01 11:16:15,11,Morning,Debit Card,Groceries,Zepto,Web Browser,Windows,Mumbai,4256.96,Large (₹2K-10K),4256.96,0.0,0.0,0.0,0.0,Success,1,0,0,,2.68,Normal,False,0,,False,0,0.0
TXN0001605,USR00440,20240101,2024-01-01 11:17:58,11,Morning,UPI,Groceries,JioMart,Mobile App,Android,Bangalore,470.39,Small (₹100-500),470.39,0.0,0.0,0.0,0.0,Success,1,0,0,,2.21,Normal,False,0,,False,0,0.0
TXN0002460,USR00205,20240101,2024-01-01 11:26:32,11,Morning,UPI,Entertainment,Amazon Prime,Mobile App,Android,Delhi,1026.95,Medium (₹500-2K),1026.95,0.0,0.0,0.0,0.0,Success,1,0,0,,2.51,Normal,False,0,,False,0,0.0
TXN0001573,USR00198,20240101,2024-01-01 11:27:48,11,Morning,Debit Card,Shopping,Flipkart,QR Code,Android,Mumbai,6361.07,Large (₹2K-10K),4549.73,542.51,1268.83,1811.34,28.48,Success,1,0,0,,1.49,Fast,False,0,,False,0,0.0
TXN0001435,USR00343,20240101,2024-01-01 11:29:46,11,Morning,Debit Card,Bills & Utilities,Broadband Bill,Mobile App,Android,Chennai,4306.65,Large (₹2K-10K),4306.65,0.0,0.0,0.0,0.0,Success,1,0,0,,2.04,Normal,False,0,,False,0,0.0
TXN0002370,USR00408,20240101,2024-01-01 11:29:56,11,Morning,UPI,Food & Dining,KFC,Web Browser,Windows,Bangalore,1128.94,Medium (₹500-2K),1128.94,0.0,0.0,0.0,0.0,Success,1,0,0,,0.82,Instant,False,0,,False,0,0.0
TXN0002477,USR00455,20240101,2024-01-01 11:35:31,11,Morning,UPI,Food & Dining,McDonalds,Web Browser,Mac,Delhi,593.68,Medium (₹500-2K),456.66,21.51,115.51,137.02,23.08,Success,1,0,0,,2.38,Normal,False,0,,False,0,0.0
TXN0000290,USR00361,20240101,2024-01-01 11:39:48,11,Morning,Mobile Wallet,Shopping,Croma,Mobile App,iOS,Hyderabad,6844.34,Large (₹2K-10K),5359.76,194.34,1290.24,1484.58,21.69,Success,1,0,0,,1.24,Fast,False,0,,False,0,0.0
TXN0001984,USR00142,20240101,2024-01-01 11:41:31,11,Morning,UPI,Groceries,DMart,Mobile App,Android,Bangalore,3046.33,Large (₹2K-10K),2758.06,0.0,288.27,288.27,9.46,Success,1,0,0,,0.9,Instant,False,0,,False,0,0.0
TXN0001089,USR00013,20240101,2024-01-01 12:06:47,12,Afternoon,UPI,Education,Udemy,Mobile App,iOS,Bangalore,9824.35,Large (₹2K-10K),9304.99,519.36,0.0,519.36,5.29,Success,1,0,0,,1.42,Fast,False,0,,False,0,0.0
TXN0002099,USR00492,20240101,2024-01-01 12:08:59,12,Afternoon,Credit Card,Entertainment,YouTube Premium,Mobile App,Android,Lucknow,1572.9,Medium (₹500-2K),1572.9,0.0,0.0,0.0,0.0,Success,1,0,0,,2.92,Normal,True,1,Unusually High Amount,False,0,0.0
TXN0001672,USR00467,20240101,2024-01-01 12:10:50,12,Afternoon,UPI,Health,Apollo Pharmacy,Web Browser,Windows,Hyderabad,4827.57,Large (₹2K-10K),4827.57,0.0,0.0,0.0,0.0,Success,1,0,0,,2.32,Normal,False,0,,False,0,0.0
TXN0001792,USR00496,20240101,2024-01-01 12:11:47,12,Afternoon,UPI,Investments,Paytm Money,Web Browser,Windows,Mumbai,37222.93,High (₹10K-50K),34418.14,2804.79,0.0,2804.79,7.54,Success,1,0,0,,0.53,Instant,False,0,,False,0,0.0
TXN0001034,USR00210,20240101,2024-01-01 12:15:18,12,Afternoon,UPI,Food & Dining,Starbucks,Mobile App,iOS,Bangalore,1220.83,Medium (₹500-2K),1220.83,0.0,0.0,0.0,0.0,Success,1,0,0,,2.73,Normal,False,0,,False,0,0.0
TXN0000224,USR00025,20240101,2024-01-01 12:16:22,12,Afternoon,Net Banking,Food & Dining,Swiggy,Mobile App,Android,Delhi,3648.06,Large (₹2K-10K),3648.06,0.0,0.0,0.0,0.0,Success,1,0,0,,1.9,Fast,False,0,,False,0,0.0
TXN0002026,USR00310,20240101,2024-01-01 12:19:34,12,Afternoon,Net Banking,Groceries,DMart,QR Code,Android,Delhi,2359.22,Large (₹2K-10K),2359.22,0.0,0.0,0.0,0.0,Success,1,0,0,,0.75,Instant,False,0,,False,0,0.0
TXN0002169,USR00437,20240101,2024-01-01 12:34:51,12,Afternoon,UPI,Groceries,Zepto,Web Browser,Mac,Mumbai,3422.83,Large (₹2K-10K),2820.74,0.0,602.09,602.09,17.59,Success,1,0,0,,1.17,Fast,False,0,,False,0,0.0
TXN0002419,USR00394,20240101,2024-01-01 12:40:08,12,Afternoon,Mobile Wallet,Shopping,Amazon,Web Browser,Windows,Bangalore,13143.89,High (₹10K-50K),13143.89,0.0,0.0,0.0,0.0,Success,1,0,0,,0.51,Instant,False,0,,False,0,0.0
TXN0000088,USR00352,20240101,2024-01-01 12:44:49,12,Afternoon,UPI,Bills & Utilities,Water Board,Mobile App,Android,Mumbai,2396.94,Large (₹2K-10K),2396.94,0.0,0.0,0.0,0.0,Success,1,0,0,,1.68,Fast,False,0,,False,0,0.0
TXN0000013,USR00131,20240101,2024-01-01 12:45:59,12,Afternoon,UPI,Food & Dining,KFC,POS Terminal,POS,Hyderabad,1512.36,Medium (₹500-2K),1512.36,0.0,0.0,0.0,0.0,Success,1,0,0,,1.25,Fast,False,0,,False,0,0.0
TXN0001437,USR00438,20240101,2024-01-01 12:53:30,12,Afternoon,Credit Card,Entertainment,Hotstar,Mobile App,Android,Hyderabad,343.8,Small (₹100-500),328.34,15.46,0.0,15.46,4.5,Success,1,0,0,,1.04,Fast,False,0,,False,0,0.0
TXN0000337,USR00223,20240101,2024-01-01 12:55:45,12,Afternoon,UPI,Food & Dining,Swiggy,Mobile App,Android,Mumbai,679.53,Medium (₹500-2K),679.53,0.0,0.0,0.0,0.0,Success,1,0,0,,2.17,Normal,False,0,,False,0,0.0
TXN0000626,USR00456,20240101,2024-01-01 12:56:06,12,Afternoon,Credit Card,Food & Dining,KFC,QR Code,Android,Chennai,149.52,Small (₹100-500),149.52,0.0,0.0,0.0,0.0,Success,1,0,0,,2.9,Normal,False,0,,False,0,0.0
TXN0000825,USR00303,20240101,2024-01-01 13:08:08,13,Afternoon,Net Banking,Travel,MakeMyTrip,POS Terminal,POS,Bangalore,4207.33,Large (₹2K-10K),4207.33,0.0,0.0,0.0,0.0,Success,1,0,0,,2.21,Normal,False,0,,False,0,0.0
TXN0000245,USR00248,20240101,2024-01-01 13:14:58,13,Afternoon,Net Banking,Shopping,Flipkart,Mobile App,iOS,Delhi,3845.48,Large (₹2K-10K),2836.39,258.5,750.59,1009.09,26.24,Success,1,0,0,,1.52,Fast,False,0,,False,0,0.0
TXN0002056,USR00073,20240101,2024-01-01 13:15:13,13,Afternoon,UPI,Bills & Utilities,Jio Recharge,Mobile App,iOS,Mumbai,2683.33,Large (₹2K-10K),2683.33,0.0,0.0,0.0,0.0,Success,1,0,0,,1.8,Fast,False,0,,False,0,0.0
TXN0002427,USR00173,20240101,2024-01-01 13:20:39,13,Afternoon,UPI,Health,MediBuddy,Mobile App,Android,Bangalore,1257.53,Medium (₹500-2K),1257.53,0.0,0.0,0.0,0.0,Success,1,0,0,,2.68,Normal,False,0,,False,0,0.0
TXN0000592,USR00354,20240101,2024-01-01 13:26:24,13,Afternoon,UPI,Groceries,JioMart,Mobile App,Android,Bangalore,644.06,Medium (₹500-2K),644.06,0.0,0.0,0.0,0.0,Failed,0,1,0,Bank Server Down,11.97,Failed,False,0,,False,0,0.0
TXN0001794,USR00473,20240101,2024-01-01 13:39:36,13,Afternoon,Credit Card,Entertainment,Hotstar,Mobile App,Android,Chandigarh,732.38,Medium (₹500-2K),712.29,20.09,0.0,20.09,2.74,Success,1,0,0,,0.61,Instant,False,0,,False,0,0.0
TXN0000705,USR00171,20240101,2024-01-01 13:40:50,13,Afternoon,UPI,Transfers,NEFT Transfer,Mobile App,Android,Kolkata,83627.13,Premium (₹50K+),83627.13,0.0,0.0,0.0,0.0,Success,1,0,0,,1.29,Fast,False,0,,False,0,0.0
TXN0001413,USR00151,20240101,2024-01-01 13:43:11,13,Afternoon,Credit Card,Food & Dining,Pizza Hut,Web Browser,Windows,Ahmedabad,311.23,Small (₹100-500),302.27,8.96,0.0,8.96,2.88,Success,1,0,0,,1.08,Fast,False,0,,False,0,0.0
TXN0000696,USR00027,20240101,2024-01-01 14:02:08,14,Afternoon,UPI,Transfers,UPI Transfer,Web Browser,Windows,Kochi,20588.71,High (₹10K-50K),20588.71,0.0,0.0,0.0,0.0,Success,1,0,0,,0.6,Instant,False,0,,False,0,0.0
TXN0002136,USR00485,20240101,2024-01-01 14:14:25,14,Afternoon,UPI,Food & Dining,Starbucks,Mobile App,Android,Jaipur,1281.27,Medium (₹500-2K),1117.89,0.0,163.38,163.38,12.75,Success,1,0,0,,1.9,Fast,False,0,,False,0,0.0
TXN0000150,USR00047,20240101,2024-01-01 14:19:10,14,Afternoon,Net Banking,Transfers,UPI Transfer,Mobile App,Android,Jaipur,37992.03,High (₹10K-50K),37992.03,0.0,0.0,0.0,0.0,Success,1,0,0,,2.26,Normal,False,0,,False,0,0.0
TXN0000018,USR00079,20240101,2024-01-01 14:21:02,14,Afternoon,UPI,Food & Dining,Starbucks,Mobile App,Android,Coimbatore,1417.31,Medium (₹500-2K),1417.31,0.0,0.0,0.0,0.0,Success,1,0,0,,1.47,Fast,False,0,,False,0,0.0
TXN0001664,USR00358,20240101,2024-01-01 14:54:11,14,Afternoon,Credit Card,Bills & Utilities,DTH Recharge,Mobile App,Android,Jaipur,2405.96,Large (₹2K-10K),2405.96,0.0,0.0,0.0,0.0,Success,1,0,0,,2.71,Normal,False,0,,False,0,0.0
TXN0000707,USR00214,20240101,2024-01-01 15:46:50,15,Afternoon,Debit Card,Education,upGrad,Mobile App,Android,Bangalore,7322.87,Large (₹2K-10K),7322.87,0.0,0.0,0.0,0.0,Failed,0,1,0,Bank Server Down,10.6,Failed,False,0,,False,0,0.0
TXN0000057,USR00006,20240101,2024-01-01 15:48:54,15,Afternoon,UPI,Shopping,Amazon,Mobile App,iOS,Chennai,18682.19,High (₹10K-50K),18682.19,0.0,0.0,0.0,0.0,Success,1,0,0,,2.41,Normal,False,0,,False,0,0.0
TXN0000133,USR00295,20240101,2024-01-01 15:49:31,15,Afternoon,UPI,Bills & Utilities,Broadband Bill,Mobile App,Android,Delhi,3926.59,Large (₹2K-10K),3926.59,0.0,0.0,0.0,0.0,Success,1,0,0,,2.89,Normal,False,0,,False,0,0.0
TXN0002633,USR00141,20240101,2024-01-01 16:00:41,16,Afternoon,Credit Card,Travel,GoIbibo,Mobile App,Android,Mumbai,5516.84,Large (₹2K-10K),5516.84,0.0,0.0,0.0,0.0,Success,1,0,0,,2.87,Normal,False,0,,False,0,0.0
TXN0000036,USR00405,20240101,2024-01-01 16:07:33,16,Afternoon,UPI,Entertainment,YouTube Premium,Mobile App,iOS,Mumbai,1225.81,Medium (₹500-2K),1225.81,0.0,0.0,0.0,0.0,Success,1,0,0,,1.96,Fast,False,0,,False,0,0.0
TXN0001128,USR00006,20240101,2024-01-01 16:14:29,16,Afternoon,UPI,Shopping,Flipkart,Mobile App,iOS,Chennai,12206.62,High (₹10K-50K),12206.62,0.0,0.0,0.0,0.0,Success,1,0,0,,0.78,Instant,False,0,,False,0,0.0
TXN0000456,USR00459,20240101,2024-01-01 16:23:43,16,Afternoon,Credit Card,Bills & Utilities,Gas Agency,POS Terminal,POS,Ahmedabad,579.56,Medium (₹500-2K),579.56,0.0,0.0,0.0,0.0,Success,1,0,0,,1.08,Fast,False,0,,False,0,0.0
TXN0000577,USR00088,20240101,2024-01-01 16:35:41,16,Afternoon,UPI,Shopping,Myntra,Mobile App,Android,Delhi,1143.9,Medium (₹500-2K),984.14,0.0,159.76,159.76,13.97,Success,1,0,0,,1.13,Fast,False,0,,False,0,0.0
TXN0001341,USR00073,20240101,2024-01-01 16:42:03,16,Afternoon,UPI,Entertainment,Hotstar,Web Browser,Windows,Mumbai,1205.66,Medium (₹500-2K),1205.66,0.0,0.0,0.0,0.0,Success,1,0,0,,1.34,Fast,True,1,Unusually High Amount,False,0,0.0
TXN0000598,USR00196,20240101,2024-01-01 16:52:24,16,Afternoon,Debit Card,Food & Dining,McDonalds,Mobile App,iOS,Delhi,1150.4,Medium (₹500-2K),1150.4,0.0,0.0,0.0,0.0,Failed,0,1,0,Bank Server Down,10.44,Failed,False,0,,False,0,0.0
TXN0000868,USR00366,20240101,2024-01-01 17:03:51,17,Evening,Net Banking,Travel,GoIbibo,POS Terminal,POS,Chandigarh,6932.07,Large (₹2K-10K),6932.07,0.0,0.0,0.0,0.0,Success,1,0,0,,0.99,Instant,False,0,,False,0,0.0
TXN0000284,USR00430,20240101,2024-01-01 17:11:18,17,Evening,UPI,Health,Apollo Pharmacy,Mobile App,Android,Delhi,866.84,Medium (₹500-2K),866.84,0.0,0.0,0.0,0.0,Success,1,0,0,,1.4,Fast,False,0,,False,0,0.0
TXN0000940,USR00218,20240101,2024-01-01 17:14:36,17,Evening,Debit Card,Food & Dining,McDonalds,Mobile App,Android,Pune,1919.51,Medium (₹500-2K),1766.49,0.0,153.02,153.02,7.97,Success,1,0,0,,2.98,Normal,False,0,,False,0,0.0
TXN0001662,USR00239,20240101,2024-01-01 17:21:39,17,Evening,UPI,Food & Dining,KFC,POS Terminal,POS,Pune,4358.0,Large (₹2K-10K),4105.55,0.0,252.45,252.45,5.79,Success,1,0,0,,1.62,Fast,False,0,,False,0,0.0
TXN0000629,USR00013,20240101,2024-01-01 17:48:26,17,Evening,UPI,Bills & Utilities,Airtel,Mobile App,Android,Bangalore,1373.25,Medium (₹500-2K),1373.25,0.0,0.0,0.0,0.0,Success,1,0,0,,1.29,Fast,False,0,,False,0,0.0
TXN0000305,USR00072,20240101,2024-01-01 17:55:33,17,Evening,UPI,Entertainment,Sony LIV,QR Code,Android,Delhi,447.2,Small (₹100-500),447.2,0.0,0.0,0.0,0.0,Success,1,0,0,,1.79,Fast,True,1,Device Mismatch,True,1,447.2
TXN0001646,USR00186,20240101,2024-01-01 18:00:23,18,Evening,UPI,Shopping,Meesho,Web Browser,Windows,Chennai,15420.82,High (₹10K-50K),14622.13,0.0,798.69,798.69,5.18,Success,1,0,0,,2.26,Normal,False,0,,False,0,0.0
TXN0001284,USR00244,20240101,2024-01-01 18:05:18,18,Evening,Net Banking,Entertainment,BookMyShow,Mobile App,iOS,Hyderabad,458.7,Small (₹100-500),458.7,0.0,0.0,0.0,0.0,Success,1,0,0,,2.12,Normal,False,0,,False,0,0.0
TXN0001493,USR00495,20240101,2024-01-01 18:09:03,18,Evening,UPI,Transfers,UPI Transfer,POS Terminal,POS,Delhi,48671.57,High (₹10K-50K),48671.57,0.0,0.0,0.0,0.0,Success,1,0,0,,2.31,Normal,False,0,,False,0,0.0
TXN0000510,USR00116,20240101,2024-01-01 18:14:04,18,Evening,UPI,Health,Netmeds,Mobile App,Android,Mumbai,6624.45,Large (₹2K-10K),6624.45,0.0,0.0,0.0,0.0,Success,1,0,0,,1.47,Fast,True,1,Unusually High Amount,False,0,0.0
TXN0002459,USR00422,20240101,2024-01-01 18:35:56,18,Evening,Debit Card,Health,Practo,QR Code,Android,Ahmedabad,6112.09,Large (₹2K-10K),6112.09,0.0,0.0,0.0,0.0,Success,1,0,0,,1.65,Fast,False,0,,False,0,0.0
TXN0002004,USR00420,20240101,2024-01-01 18:36:40,18,Evening,UPI,Bills & Utilities,Water Board,POS Terminal,POS,Chennai,1141.36,Medium (₹500-2K),1141.36,0.0,0.0,0.0,0.0,Success,1,0,0,,1.82,Fast,False,0,,False,0,0.0
TXN0001611,USR00260,20240101,2024-01-01 18:37:30,18,Evening,UPI,Travel,MakeMyTrip,QR Code,Android,Hyderabad,12507.8,High (₹10K-50K),12507.8,0.0,0.0,0.0,0.0,Success,1,0,0,,0.95,Instant,False,0,,False,0,0.0
TXN0000921,USR00101,20240101,2024-01-01 18:52:03,18,Evening,Credit Card,Education,Coursera,Mobile App,Android,Pune,18730.6,High (₹10K-50K),18730.6,0.0,0.0,0.0,0.0,Success,1,0,0,,1.96,Fast,False,0,,False,0,0.0
TXN0001305,USR00065,20240101,2024-01-01 19:10:35,19,Evening,UPI,Entertainment,BookMyShow,POS Terminal,POS,Jaipur,460.19,Small (₹100-500),460.19,0.0,0.0,0.0,0.0,Failed,0,1,0,Server Timeout,10.12,Failed,False,0,,False,0,0.0
TXN0000295,USR00247,20240101,2024-01-01 19:27:54,19,Evening,UPI,Groceries,Zepto,Mobile App,Android,Hyderabad,4343.61,Large (₹2K-10K),4343.61,0.0,0.0,0.0,0.0,Success,1,0,0,,1.66,Fast,False,0,,False,0,0.0
TXN0002652,USR00213,20240101,2024-01-01 19:28:51,19,Evening,Credit Card,Food & Dining,Zomato,Mobile App,Android,Bangalore,419.37,Small (₹100-500),390.12,0.0,29.25,29.25,6.97,Success,1,0,0,,0.55,Instant,False,0,,False,0,0.0
TXN0000784,USR00188,20240101,2024-01-01 19:34:28,19,Evening,Mobile Wallet,Entertainment,Hotstar,POS Terminal,POS,Bangalore,538.06,Medium (₹500-2K),538.06,0.0,0.0,0.0,0.0,Success,1,0,0,,0.94,Instant,False,0,,False,0,0.0
TXN0002500,USR00118,20240101,2024-01-01 19:41:33,19,Evening,Debit Card,Shopping,Flipkart,Mobile App,iOS,Kolkata,12853.2,High (₹10K-50K),12853.2,0.0,0.0,0.0,0.0,Success,1,0,0,,0.96,Instant,False,0,,False,0,0.0
TXN0001985,USR00189,20240101,2024-01-01 19:47:38,19,Evening,UPI,Transfers,PhonePe P2P,QR Code,Android,Mumbai,46481.44,High (₹10K-50K),46481.44,0.0,0.0,0.0,0.0,Success,1,0,0,,2.02,Normal,True,1,Unusually High Amount,False,0,0.0
TXN0002418,USR00411,20240101,2024-01-01 19:50:02,19,Evening,UPI,Travel,RedBus,POS Terminal,POS,Ahmedabad,8005.5,Large (₹2K-10K),8005.5,0.0,0.0,0.0,0.0,Success,1,0,0,,1.8,Fast,False,0,,False,0,0.0
TXN0000833,USR00302,20240101,2024-01-01 19:50:07,19,Evening,UPI,Travel,Rapido,Web Browser,Linux,Ahmedabad,973.94,Medium (₹500-2K),973.94,0.0,0.0,0.0,0.0,Pending,0,0,1,Processing,19.64,Very Slow,False,0,,False,0,0.0
TXN0002518,USR00399,20240101,2024-01-01 19:59:24,19,Evening,Net Banking,Bills & Utilities,DTH Recharge,Mobile App,Android,Kolkata,6125.09,Large (₹2K-10K),6125.09,0.0,0.0,0.0,0.0,Failed,0,1,0,Bank Server Down,3.03,Failed,False,0,,False,0,0.0
TXN0002611,USR00267,20240101,2024-01-01 20:45:44,20,Evening,UPI,Entertainment,Hotstar,POS Terminal,POS,Mumbai,306.97,Small (₹100-500),306.97,0.0,0.0,0.0,0.0,Success,1,0,0,,1.86,Fast,False,0,,False,0,0.0
TXN0001723,USR00180,20240101,2024-01-01 20:51:02,20,Evening,UPI,Shopping,Myntra,QR Code,Android,Ahmedabad,11370.98,High (₹10K-50K),11370.98,0.0,0.0,0.0,0.0,Failed,0,1,0,Bank Server Down,7.16,Failed,False,0,,False,0,0.0
TXN0001318,USR00078,20240101,2024-01-01 20:53:03,20,Evening,Mobile Wallet,Health,Netmeds,POS Terminal,POS,Mumbai,2372.81,Large (₹2K-10K),2372.81,0.0,0.0,0.0,0.0,Success,1,0,0,,2.43,Normal,False,0,,False,0,0.0
TXN0002690,USR00157,20240101,2024-01-01 21:03:03,21,Night,Net Banking,Travel,Yatra,POS Terminal,POS,Jaipur,5035.98,Large (₹2K-10K),5035.98,0.0,0.0,0.0,0.0,Success,1,0,0,,1.33,Fast,False,0,,False,0,0.0
TXN0001633,USR00237,20240101,2024-01-01 21:04:21,21,Night,Net Banking,Food & Dining,Swiggy,Web Browser,Mac,Ahmedabad,334.59,Small (₹100-500),334.59,0.0,0.0,0.0,0.0,Success,1,0,0,,1.64,Fast,False,0,,False,0,0.0
TXN0002212,USR00389,20240101,2024-01-01 21:07:35,21,Night,Mobile Wallet,Health,Pharmeasy,Web Browser,Linux,Bangalore,2540.62,Large (₹2K-10K),2540.62,0.0,0.0,0.0,0.0,Failed,0,1,0,Invalid PIN,7.24,Failed,False,0,,False,0,0.0
TXN0001882,USR00084,20240101,2024-01-01 21:07:53,21,Night,UPI,Entertainment,Sony LIV,Web Browser,Mac,Lucknow,644.53,Medium (₹500-2K),589.56,54.97,0.0,54.97,8.53,Success,1,0,0,,1.92,Fast,False,0,,False,0,0.0
TXN0000939,USR00033,20240101,2024-01-01 21:23:20,21,Night,Credit Card,Entertainment,Netflix,Web Browser,Windows,Mumbai,194.93,Small (₹100-500),189.71,5.22,0.0,5.22,2.68,Success,1,0,0,,2.32,Normal,False,0,,False,0,0.0
