transaction_id,user_id,transaction_datetime,date,year,month,month_name,quarter,quarter_label,day,day_of_week,day_name,hour,time_bucket,week_number,is_weekend,is_month_start,is_month_end,is_festival_season,payment_method,category,merchant,platform,device_type,city,amount,amount_bucket,discount_applied,cashback_earned,total_savings,savings_pct,net_amount,status,failure_reason,processing_time_sec,processing_speed,is_flagged,fraud_reason,is_refunded,refund_amount,age_group,gender,account_tenure,customer_tier,spending_persona,preferred_method,user_home_city,user_total_txns,user_total_spend,user_avg_txn_amount,user_failure_rate_pct,user_spending_tier
TXN0000150,USR00047,2024-01-01 14:19:10,2024-01-01,2024,1,Jan,1,Q1,1,0,Monday,14,Afternoon,1,0,1,0,0,Net Banking,Transfers,UPI Transfer,Mobile App,Android,Jaipur,37992.03,High (₹10K-50K),0.0,0.0,0.0,0.0,37992.03,Success,None,2.26,Normal,False,None,False,0.0,45-54,Male,2-5 years,Regular,Impulse,Net Banking,Jaipur,8,78887.57,11269.65,0.0,High
TXN0000018,USR00079,2024-01-01 14:21:02,2024-01-01,2024,1,Jan,1,Q1,1,0,Monday,14,Afternoon,1,0,1,0,0,UPI,Food & Dining,Starbucks,Mobile App,Android,Coimbatore,1417.31,Medium (₹500-2K),0.0,0.0,0.0,0.0,1417.31,Success,None,1.47,Fast,False,None,False,0.0,25-34,Female,0-6 months,Premium,Moderate,UPI,Coimbatore,12,37059.5,3705.95,8.33,Medium
TXN0000057,USR00006,2024-01-01 15:48:54,2024-01-01,2024,1,Jan,1,Q1,1,0,Monday,15,Afternoon,1,0,1,0,0,UPI,Shopping,Amazon,Mobile App,iOS,Chennai,18682.19,High (₹10K-50K),0.0,0.0,0.0,0.0,18682.19,Success,None,2.41,Normal,False,None,False,0.0,45-54,Female,5+ years,Regular,High Spender,UPI,Chennai,9,158917.19,19864.65,0.0,High
TXN0000133,USR00295,2024-01-01 15:49:31,2024-01-01,2024,1,Jan,1,Q1,1,0,Monday,15,Afternoon,1,0,1,0,0,UPI,Bills & Utilities,Broadband Bill,Mobile App,Android,Delhi,3926.59,Large (₹2K-10K),0.0,0.0,0.0,0.0,3926.59,Success,None,2.89,Normal,False,None,False,0.0,45-54,Female,2-5 years,Regular,Moderate,UPI,Delhi,8,56602.36,7075.3,0.0,High
TXN0000036,USR00405,2024-01-01 16:07:33,2024-01-01,2024,1,Jan,1,Q1,1,0,Monday,16,Afternoon,1,0,1,0,0,UPI,Entertainment,YouTube Premium,Mobile App,iOS,Mumbai,1225.81,Medium (₹500-2K),0.0,0.0,0.0,0.0,1225.81,Success,None,1.96,Fast,False,None,False,0.0,45-54,Male,2-5 years,Premium,Moderate,UPI,Mumbai,9,32053.0,5342.17,33.33,Medium
TXN0000284,USR00430,2024-01-01 17:11:18,2024-01-01,2024,1,Jan,1,Q1,1,0,Monday,17,Evening,1,0,1,0,0,UPI,Health,Apollo Pharmacy,Mobile App,Android,Delhi,866.84,Medium (₹500-2K),0.0,0.0,0.0,0.0,866.84,Success,None,1.4,Fast,False,None,False,0.0,18-24,Female,1-2 years,Regular,Impulse,UPI,Delhi,12,97998.22,8166.52,0.0,High
TXN0000305,USR00072,2024-01-01 17:55:33,2024-01-01,2024,1,Jan,1,Q1,1,0,Monday,17,Evening,1,0,1,0,0,UPI,Entertainment,Sony LIV,QR Code,Android,Delhi,447.2,Small (₹100-500),0.0,0.0,0.0,0.0,447.2,Success,None,1.79,Fast,True,Device Mismatch,True,447.2,25-34,Male,2-5 years,New,Moderate,Credit Card,Delhi,10,130956.4,13095.64,0.0,High
TXN0000295,USR00247,2024-01-01 19:27:54,2024-01-01,2024,1,Jan,1,Q1,1,0,Monday,19,Evening,1,0,1,0,0,UPI,Groceries,Zepto,Mobile App,Android,Hyderabad,4343.61,Large (₹2K-10K),0.0,0.0,0.0,0.0,4343.61,Success,None,1.66,Fast,False,None,False,0.0,55+,Female,2-5 years,Regular,High Spender,Debit Card,Hyderabad,7,103834.18,20766.84,14.29,High
TXN0000089,USR00497,2024-01-01 21:26:14,2024-01-01,2024,1,Jan,1,Q1,1,0,Monday,21,Night,1,0,1,0,0,Debit Card,Investments,Groww,QR Code,Android,Kolkata,9204.73,Large (₹2K-10K),0.0,0.0,0.0,0.0,9204.73,Success,None,1.72,Fast,False,None,False,0.0,35-44,Female,2-5 years,Regular,Impulse,Debit Card,Kolkata,14,237851.27,19820.94,7.14,Very High
TXN0000177,USR00092,2024-01-01 23:31:43,2024-01-01,2024,1,Jan,1,Q1,1,0,Monday,23,Night,1,0,1,0,0,UPI,Bills & Utilities,Broadband Bill,Web Browser,Windows,Mumbai,3414.94,Large (₹2K-10K),0.0,0.0,0.0,0.0,3414.94,Success,None,2.94,Normal,False,None,False,0.0,35-44,Male,5+ years,Regular,Moderate,UPI,Mumbai,7,44884.24,6412.03,0.0,Medium
TXN0000117,USR00496,2024-01-02 00:35:52,2024-01-02,2024,1,Jan,1,Q1,2,1,Tuesday,0,Night,1,0,1,0,0,Mobile Wallet,Food & Dining,Starbucks,Mobile App,Android,Mumbai,1302.55,Medium (₹500-2K),0.0,0.0,0.0,0.0,1302.55,Success,None,1.3,Fast,False,None,False,0.0,55+,Male,1-2 years,New,Budget,UPI,Mumbai,12,55366.420000000006,5536.64,8.33,High
TXN0000367,USR00248,2024-01-02 07:05:19,2024-01-02,2024,1,Jan,1,Q1,2,1,Tuesday,7,Morning,1,0,1,0,0,UPI,Shopping,Meesho,Mobile App,Android,Delhi,14389.34,High (₹10K-50K),0.0,0.0,0.0,0.0,14389.34,Success,None,1.39,Fast,False,None,False,0.0,35-44,Female,5+ years,New,Moderate,UPI,Delhi,15,48667.7,3743.67,6.67,Medium
TXN0000207,USR00226,2024-01-02 10:03:14,2024-01-02,2024,1,Jan,1,Q1,2,1,Tuesday,10,Morning,1,0,1,0,0,UPI,Bills & Utilities,Airtel,QR Code,Android,Lucknow,3559.22,Large (₹2K-10K),0.0,0.0,0.0,0.0,3559.22,Success,None,0.6,Instant,False,None,False,0.0,45-54,Female,6-12 months,VIP,Moderate,Mobile Wallet,Lucknow,10,69665.55,7740.62,10.0,High
TXN0000303,USR00005,2024-01-02 11:00:42,2024-01-02,2024,1,Jan,1,Q1,2,1,Tuesday,11,Morning,1,0,1,0,0,UPI,Investments,Zerodha,Web Browser,Mac,Jaipur,27951.69,High (₹10K-50K),0.0,0.0,0.0,0.0,27951.69,Success,None,2.91,Normal,False,None,False,0.0,35-44,Female,2-5 years,Regular,Impulse,UPI,Jaipur,7,43683.71,7280.62,14.29,Medium
TXN0000083,USR00012,2024-01-02 11:33:19,2024-01-02,2024,1,Jan,1,Q1,2,1,Tuesday,11,Morning,1,0,1,0,0,Credit Card,Bills & Utilities,Airtel,Mobile App,Android,Hyderabad,190.02,Small (₹100-500),0.0,0.0,0.0,0.0,190.02,Success,None,2.99,Normal,False,None,False,0.0,25-34,Male,2-5 years,Regular,Moderate,Mobile Wallet,Hyderabad,9,49525.49,7075.07,11.11,Medium
TXN0000335,USR00250,2024-01-02 12:39:29,2024-01-02,2024,1,Jan,1,Q1,2,1,Tuesday,12,Afternoon,1,0,1,0,0,UPI,Shopping,Amazon,Mobile App,iOS,Ahmedabad,3225.53,Large (₹2K-10K),0.0,0.0,0.0,0.0,3225.53,Success,None,1.58,Fast,False,None,False,0.0,55+,Female,2-5 years,New,Budget,UPI,Ahmedabad,12,48742.61,4061.88,0.0,Medium
TXN0000106,USR00371,2024-01-02 14:45:55,2024-01-02,2024,1,Jan,1,Q1,2,1,Tuesday,14,Afternoon,1,0,1,0,0,UPI,Food & Dining,Swiggy,Web Browser,Mac,Kolkata,3119.9,Large (₹2K-10K),0.0,0.0,0.0,0.0,3119.9,Success,None,0.62,Instant,False,None,False,0.0,35-44,Male,1-2 years,Premium,High Spender,UPI,Kolkata,14,71368.56,5489.89,7.14,High
TXN0000161,USR00168,2024-01-02 17:12:37,2024-01-02,2024,1,Jan,1,Q1,2,1,Tuesday,17,Evening,1,0,1,0,0,Debit Card,Education,upGrad,POS Terminal,POS,Bangalore,3551.75,Large (₹2K-10K),0.0,0.0,0.0,0.0,3551.75,Failed,Bank Server Down,10.8,Failed,False,None,False,0.0,25-34,Male,6-12 months,Regular,Budget,Net Banking,Bangalore,13,23465.019999999997,1955.42,7.69,Medium
TXN0000031,USR00263,2024-01-02 21:09:03,2024-01-02,2024,1,Jan,1,Q1,2,1,Tuesday,21,Night,1,0,1,0,0,UPI,Groceries,DMart,Mobile App,iOS,Indore,4987.18,Large (₹2K-10K),313.51,0.0,313.51,6.29,4673.67,Success,None,2.3,Normal,False,None,False,0.0,45-54,Male,2-5 years,New,Impulse,UPI,Indore,11,256123.22,23283.93,0.0,Very High
TXN0000238,USR00216,2024-01-02 21:19:56,2024-01-02,2024,1,Jan,1,Q1,2,1,Tuesday,21,Night,1,0,1,0,0,UPI,Food & Dining,Haldirams,Mobile App,iOS,Mumbai,55.11,Micro (<₹100),0.0,0.0,0.0,0.0,55.11,Success,None,1.7,Fast,False,None,False,0.0,18-24,Female,1-2 years,Regular,Moderate,Debit Card,Mumbai,8,71867.03,8983.38,0.0,High
TXN0000135,USR00284,2024-01-02 22:42:12,2024-01-02,2024,1,Jan,1,Q1,2,1,Tuesday,22,Night,1,0,1,0,0,UPI,Bills & Utilities,Jio Recharge,Web Browser,Mac,Mumbai,3190.02,Large (₹2K-10K),0.0,0.0,0.0,0.0,3190.02,Success,None,2.34,Normal,False,None,False,0.0,35-44,Female,0-6 months,Premium,Moderate,UPI,Mumbai,9,28372.48,4053.21,22.22,Medium
TXN0000181,USR00392,2024-01-02 23:56:58,2024-01-02,2024,1,Jan,1,Q1,2,1,Tuesday,23,Night,1,0,1,0,0,UPI,Bills & Utilities,DTH Recharge,Web Browser,Windows,Chennai,1944.05,Medium (₹500-2K),0.0,0.0,0.0,0.0,1944.05,Success,None,2.65,Normal,False,None,False,0.0,25-34,Female,1-2 years,Regular,Moderate,Net Banking,Chennai,13,40183.11,3653.01,15.38,Medium
TXN0000286,USR00103,2024-01-03 03:01:00,2024-01-03,2024,1,Jan,1,Q1,3,2,Wednesday,3,Night,1,0,1,0,0,UPI,Food & Dining,Zomato,POS Terminal,POS,Hyderabad,354.23,Small (₹100-500),0.0,0.0,0.0,0.0,354.23,Success,None,0.92,Instant,False,None,False,0.0,18-24,Male,1-2 years,Regular,Budget,UPI,Hyderabad,9,27117.38,3013.04,0.0,Medium
TXN0000155,USR00490,2024-01-03 09:17:07,2024-01-03,2024,1,Jan,1,Q1,3,2,Wednesday,9,Morning,1,0,1,0,0,Net Banking,Bills & Utilities,DTH Recharge,Mobile App,Android,Mumbai,660.51,Medium (₹500-2K),0.0,0.0,0.0,0.0,660.51,Pending,Processing,22.06,Very Slow,False,None,False,0.0,25-34,Female,1-2 years,Premium,Budget,Net Banking,Mumbai,8,33054.13,4722.02,0.0,Medium
TXN0000121,USR00354,2024-01-03 09:46:33,2024-01-03,2024,1,Jan,1,Q1,3,2,Wednesday,9,Morning,1,0,1,0,0,Mobile Wallet,Investments,CAMS Mutual Fund,Mobile App,Android,Bangalore,28056.7,High (₹10K-50K),0.0,0.0,0.0,0.0,28056.7,Success,None,1.68,Fast,False,None,False,0.0,35-44,Female,6-12 months,New,Budget,UPI,Bangalore,12,47044.0,4704.4,16.67,Medium
TXN0000119,USR00070,2024-01-03 09:51:26,2024-01-03,2024,1,Jan,1,Q1,3,2,Wednesday,9,Morning,1,0,1,0,0,Net Banking,Groceries,Swiggy Instamart,Web Browser,Windows,Kolkata,2449.36,Large (₹2K-10K),0.0,0.0,0.0,0.0,2449.36,Success,None,1.88,Fast,False,None,False,0.0,45-54,Female,1-2 years,Premium,Moderate,Debit Card,Kolkata,11,48478.23,4847.82,9.09,Medium
TXN0000366,USR00055,2024-01-03 10:00:48,2024-01-03,2024,1,Jan,1,Q1,3,2,Wednesday,10,Morning,1,0,1,0,0,Mobile Wallet,Food & Dining,McDonalds,Mobile App,iOS,Bangalore,1614.05,Medium (₹500-2K),0.0,0.0,0.0,0.0,1614.05,Failed,KYC Pending,9.41,Failed,False,None,False,0.0,45-54,Female,1-2 years,Regular,Moderate,Credit Card,Bangalore,12,101572.74,10157.27,16.67,High
TXN0000360,USR00360,2024-01-03 11:00:13,2024-01-03,2024,1,Jan,1,Q1,3,2,Wednesday,11,Morning,1,0,1,0,0,Mobile Wallet,Food & Dining,Haldirams,Mobile App,iOS,Bangalore,4313.09,Large (₹2K-10K),0.0,0.0,0.0,0.0,4313.09,Success,None,2.62,Normal,False,None,False,0.0,55+,Male,0-6 months,Premium,High Spender,Net Banking,Bangalore,11,89974.28,8179.48,0.0,High
TXN0000052,USR00456,2024-01-03 13:18:29,2024-01-03,2024,1,Jan,1,Q1,3,2,Wednesday,13,Afternoon,1,0,1,0,0,Net Banking,Food & Dining,Dominos,Web Browser,Mac,Chennai,971.65,Medium (₹500-2K),98.67,0.0,98.67,10.15,872.98,Success,None,1.51,Fast,False,None,False,0.0,18-24,Female,2-5 years,Regular,Budget,Mobile Wallet,Chennai,15,44034.06,3387.24,13.33,Medium
TXN0000074,USR00154,2024-01-03 16:36:58,2024-01-03,2024,1,Jan,1,Q1,3,2,Wednesday,16,Afternoon,1,0,1,0,0,UPI,Food & Dining,KFC,Web Browser,Windows,Hyderabad,1992.62,Medium (₹500-2K),0.0,0.0,0.0,0.0,1992.62,Success,None,1.94,Fast,False,None,False,0.0,35-44,Male,2-5 years,Premium,Moderate,Net Banking,Hyderabad,15,47966.54,4796.65,33.33,Medium
TXN0000067,USR00370,2024-01-03 17:34:52,2024-01-03,2024,1,Jan,1,Q1,3,2,Wednesday,17,Evening,1,0,1,0,0,Credit Card,Travel,Rapido,Mobile App,Android,Mumbai,9223.95,Large (₹2K-10K),0.0,639.22,639.22,6.93,8584.73,Success,None,1.31,Fast,False,None,False,0.0,55+,Male,2-5 years,New,Moderate,Credit Card,Mumbai,7,31041.14,4434.45,0.0,Medium
TXN0000282,USR00189,2024-01-03 19:32:49,2024-01-03,2024,1,Jan,1,Q1,3,2,Wednesday,19,Evening,1,0,1,0,0,Debit Card,Bills & Utilities,Airtel,Mobile App,iOS,Mumbai,2409.4,Large (₹2K-10K),0.0,0.0,0.0,0.0,2409.4,Success,None,2.24,Normal,False,None,False,0.0,45-54,Male,2-5 years,Premium,High Spender,UPI,Mumbai,6,61325.84,12265.17,16.67,High
TXN0000434,USR00253,2024-01-03 19:36:57,2024-01-03,2024,1,Jan,1,Q1,3,2,Wednesday,19,Evening,1,0,1,0,0,UPI,Transfers,Google Pay P2P,Web Browser,Windows,Delhi,10414.62,High (₹10K-50K),0.0,0.0,0.0,0.0,10414.62,Failed,Bank Server Down,9.96,Failed,False,None,False,0.0,35-44,Male,5+ years,Regular,Budget,UPI,Delhi,12,38361.71000000001,3836.17,16.67,Medium
TXN0000242,USR00228,2024-01-03 19:38:20,2024-01-03,2024,1,Jan,1,Q1,3,2,Wednesday,19,Evening,1,0,1,0,0,UPI,Food & Dining,Swiggy,Web Browser,Linux,Indore,882.89,Medium (₹500-2K),0.0,0.0,0.0,0.0,882.89,Pending,Processing,14.55,Slow,False,None,False,0.0,45-54,Female,6-12 months,Premium,Moderate,UPI,Indore,14,84227.68,6479.05,0.0,High
TXN0000256,USR00484,2024-01-03 19:39:28,2024-01-03,2024,1,Jan,1,Q1,3,2,Wednesday,19,Evening,1,0,1,0,0,Debit Card,Entertainment,Amazon Prime,Mobile App,iOS,Pune,273.88,Small (₹100-500),0.0,0.0,0.0,0.0,273.88,Success,None,2.73,Normal,False,None,False,0.0,25-34,Female,2-5 years,Regular,Moderate,UPI,Pune,13,146200.87,13290.99,7.69,High
TXN0000251,USR00099,2024-01-03 20:40:19,2024-01-03,2024,1,Jan,1,Q1,3,2,Wednesday,20,Evening,1,0,1,0,0,Net Banking,Shopping,Reliance Digital,QR Code,iOS,Chennai,14515.99,High (₹10K-50K),0.0,0.0,0.0,0.0,14515.99,Failed,Authentication Failed,11.19,Failed,False,None,False,0.0,25-34,Male,2-5 years,Premium,Moderate,Debit Card,Chennai,13,67512.44,6751.24,23.08,High
TXN0000288,USR00023,2024-01-03 21:26:19,2024-01-03,2024,1,Jan,1,Q1,3,2,Wednesday,21,Night,1,0,1,0,0,Debit Card,Bills & Utilities,Jio Recharge,Web Browser,Windows,Mumbai,2154.84,Large (₹2K-10K),0.0,84.45,84.45,3.92,2070.39,Success,None,1.13,Fast,False,None,False,0.0,25-34,Male,2-5 years,Regular,Budget,UPI,Mumbai,9,57131.56,8161.65,22.22,High
TXN0000403,USR00040,2024-01-03 22:03:13,2024-01-03,2024,1,Jan,1,Q1,3,2,Wednesday,22,Night,1,0,1,0,0,UPI,Shopping,Croma,Web Browser,Windows,Indore,1788.71,Medium (₹500-2K),0.0,0.0,0.0,0.0,1788.71,Success,None,1.82,Fast,False,None,False,0.0,18-24,Male,0-6 months,Regular,Budget,Debit Card,Indore,10,44538.45,4453.84,0.0,Medium
TXN0000033,USR00068,2024-01-04 03:33:55,2024-01-04,2024,1,Jan,1,Q1,4,3,Thursday,3,Night,1,0,1,0,0,Mobile Wallet,Entertainment,Sony LIV,Web Browser,Windows,Mumbai,308.54,Small (₹100-500),0.0,0.0,0.0,0.0,308.54,Success,None,0.6,Instant,False,None,False,0.0,25-34,Female,1-2 years,Regular,Moderate,Mobile Wallet,Mumbai,12,67432.23999999999,6130.2,8.33,High
TXN0000132,USR00133,2024-01-04 06:04:36,2024-01-04,2024,1,Jan,1,Q1,4,3,Thursday,6,Morning,1,0,1,0,0,Credit Card,Education,Udemy,QR Code,iOS,Pune,10789.19,High (₹10K-50K),0.0,0.0,0.0,0.0,10789.19,Success,None,2.16,Normal,False,None,False,0.0,25-34,Male,2-5 years,Premium,Budget,UPI,Pune,7,21676.92,4335.38,14.29,Medium
TXN0000407,USR00113,2024-01-04 07:02:36,2024-01-04,2024,1,Jan,1,Q1,4,3,Thursday,7,Morning,1,0,1,0,0,UPI,Food & Dining,Zomato,Mobile App,Android,Delhi,724.88,Medium (₹500-2K),0.0,0.0,0.0,0.0,724.88,Success,None,1.48,Fast,False,None,False,0.0,45-54,Other,6-12 months,Regular,Moderate,Mobile Wallet,Delhi,10,42113.5,4679.28,10.0,Medium
TXN0000004,USR00360,2024-01-04 07:10:31,2024-01-04,2024,1,Jan,1,Q1,4,3,Thursday,7,Morning,1,0,1,0,0,UPI,Health,MediBuddy,Mobile App,Android,Bangalore,5945.81,Large (₹2K-10K),0.0,0.0,0.0,0.0,5945.81,Success,None,2.63,Normal,False,None,False,0.0,55+,Male,0-6 months,Premium,High Spender,Net Banking,Bangalore,11,89974.28,8179.48,0.0,High
TXN0000383,USR00429,2024-01-04 08:01:39,2024-01-04,2024,1,Jan,1,Q1,4,3,Thursday,8,Morning,1,0,1,0,0,Mobile Wallet,Food & Dining,Zomato,Web Browser,Linux,Bangalore,1602.14,Medium (₹500-2K),0.0,128.04,128.04,7.99,1474.1,Success,None,2.63,Normal,False,None,False,0.0,35-44,Male,1-2 years,Premium,Moderate,Debit Card,Bangalore,10,12382.17,1375.8,10.0,Medium
TXN0000071,USR00453,2024-01-04 10:11:35,2024-01-04,2024,1,Jan,1,Q1,4,3,Thursday,10,Morning,1,0,1,0,0,UPI,Shopping,Myntra,QR Code,Android,Mumbai,14583.11,High (₹10K-50K),0.0,0.0,0.0,0.0,14583.11,Success,None,1.88,Fast,False,None,False,0.0,25-34,Male,6-12 months,Premium,High Spender,UPI,Mumbai,7,181072.95,25867.56,0.0,High
TXN0000420,USR00333,2024-01-04 12:06:52,2024-01-04,2024,1,Jan,1,Q1,4,3,Thursday,12,Afternoon,1,0,1,0,0,UPI,Bills & Utilities,Electricity Board,Web Browser,Linux,Kochi,4335.14,Large (₹2K-10K),0.0,0.0,0.0,0.0,4335.14,Success,None,2.29,Normal,False,None,False,0.0,35-44,Male,2-5 years,VIP,Moderate,UPI,Kochi,10,58528.729999999996,7316.09,20.0,High
TXN0000002,USR00010,2024-01-04 13:02:35,2024-01-04,2024,1,Jan,1,Q1,4,3,Thursday,13,Afternoon,1,0,1,0,0,UPI,Transfers,IMPS Transfer,Web Browser,Mac,Pune,48162.25,High (₹10K-50K),0.0,0.0,0.0,0.0,48162.25,Success,None,2.14,Normal,False,None,False,0.0,45-54,Female,6-12 months,New,Moderate,UPI,Pune,10,96095.17,9609.52,0.0,High
TXN0000371,USR00256,2024-01-04 14:10:59,2024-01-04,2024,1,Jan,1,Q1,4,3,Thursday,14,Afternoon,1,0,1,0,0,UPI,Food & Dining,KFC,Web Browser,Linux,Delhi,915.75,Medium (₹500-2K),0.0,0.0,0.0,0.0,915.75,Success,None,2.97,Normal,False,None,False,0.0,35-44,Male,1-2 years,Regular,Moderate,UPI,Delhi,5,26313.93,6578.48,0.0,Medium
TXN0000422,USR00451,2024-01-04 15:15:13,2024-01-04,2024,1,Jan,1,Q1,4,3,Thursday,15,Afternoon,1,0,1,0,0,UPI,Food & Dining,Haldirams,Web Browser,Windows,Kochi,1007.25,Medium (₹500-2K),0.0,0.0,0.0,0.0,1007.25,Success,None,0.96,Instant,False,None,False,0.0,25-34,Female,6-12 months,Regular,Moderate,UPI,Kochi,12,80202.76999999999,8020.28,16.67,High
TXN0000196,USR00351,2024-01-04 15:15:54,2024-01-04,2024,1,Jan,1,Q1,4,3,Thursday,15,Afternoon,1,0,1,0,0,Credit Card,Food & Dining,Pizza Hut,QR Code,iOS,Jaipur,2322.39,Large (₹2K-10K),0.0,0.0,0.0,0.0,2322.39,Success,None,2.39,Normal,False,None,False,0.0,25-34,Female,0-6 months,Premium,Moderate,Mobile Wallet,Jaipur,12,84176.45000000001,8417.64,16.67,High
TXN0000387,USR00259,2024-01-04 17:50:25,2024-01-04,2024,1,Jan,1,Q1,4,3,Thursday,17,Evening,1,0,1,0,0,Mobile Wallet,Entertainment,BookMyShow,Mobile App,iOS,Ahmedabad,1653.74,Medium (₹500-2K),0.0,131.15,131.15,7.93,1522.59,Success,None,0.56,Instant,False,None,False,0.0,18-24,Female,5+ years,Regular,Impulse,Mobile Wallet,Ahmedabad,12,86946.49,9660.72,16.67,High
TXN0000124,USR00380,2024-01-04 17:58:37,2024-01-04,2024,1,Jan,1,Q1,4,3,Thursday,17,Evening,1,0,1,0,0,Net Banking,Entertainment,BookMyShow,Web Browser,Linux,Hyderabad,1230.78,Medium (₹500-2K),0.0,0.0,0.0,0.0,1230.78,Success,None,2.5,Normal,False,None,False,0.0,25-34,Female,2-5 years,Regular,Moderate,Net Banking,Hyderabad,9,47834.75,5314.97,0.0,Medium
